Region,City,Year,Quarter,Total
Aragón,Huesca,2017,3,1115.6
Aragón,Teruel,2017,3,793.4
Aragón,Zaragoza,2017,3,1228.4
Principado de Asturias,Asturias,2017,3,1282.7
Illes Balears,Illes Balears,2017,3,2145.3
Canarias,Total,2017,3,1417.6
Canarias,Las Palmas,2017,3,1517.5
Canarias,Santa Cruz de Tenerife,2017,3,1319.5
Cantabria,Cantabria,2017,3,1475.3
Castilla y León,Total,2017,3,1036.1999999999998
Castilla y León,Ávila,2017,3,813.9
Castilla y León,Burgos,2017,3,1113.0
Castilla y León,León,2017,3,864.8
Castilla y León,Palencia,2017,3,981.7
Castilla y León,Salamanca,2017,3,1209.6
Castilla y León,Segovia,2017,3,963.5
Castilla y León,Soria,2017,3,995.3
Castilla y León,Valladolid,2017,3,1167.0
Castilla y León,Zamora,2017,3,879.0
Castilla - La Mancha,Total,2017,3,869.2
Castilla - La Mancha,Albacete,2017,3,905.9
Castilla - La Mancha,Ciudad Real,2017,3,764.4000000000001
Castilla - La Mancha,Cuenca,2017,3,794.9
Castilla - La Mancha,Guadalajara,2017,3,1054.2
Castilla - La Mancha,Toledo,2017,3,798.1
Cataluña,Total,2017,3,1868.0
Cataluña,Barcelona,2017,3,2173.9
Cataluña,Girona,2017,3,1500.3
Cataluña,Lleida,2017,3,1022.1
Cataluña,Tarragona,2017,3,1248.5
Comunitat Valenciana,Total,2017,3,1135.9
Comunitat Valenciana,Alicante/Alacant,2017,3,1220.1
Comunitat Valenciana,Castellón/Castelló,2017,3,1037.6
Comunitat Valenciana,Valencia/València,2017,3,1078.5
Extremadura,Total,2017,3,850.3
Extremadura,Badajoz,2017,3,842.2
Extremadura,Cáceres,2017,3,859.5
Galicia,Total,2017,3,1191.2
Galicia,A Coruña,2017,3,1220.7
Galicia,Lugo,2017,3,847.8
Galicia,Ourense,2017,3,946.5
Galicia,Pontevedra,2017,3,1239.3
Comunidad de Madrid,Madrid,2017,3,2296.8
Región de Murcia,Murcia,2017,3,959.9
Comunidad Foral de Navarra,Navarra,2017,3,1318.5
País Vasco,Total,2017,3,2349.8
País Vasco,Araba/Álava,2017,3,1890.0
País Vasco,Gipuzkoa,2017,3,2636.2
País Vasco,Bizkaia,2017,3,2308.8
La Rioja,La Rioja,2017,3,1050.5
Ceuta,Ceuta,2017,3,1751.4
Melilla,Melilla,2017,3,1551.5
Andalucía,Total,2017,4,1242.0
Andalucía,Almería,2017,4,1086.3
Andalucía,Cádiz,2017,4,1288.6
Andalucía,Córdoba,2017,4,1127.2
Andalucía,Granada,2017,4,1082.4
Andalucía,Huelva,2017,4,1079.3
Andalucía,Jaén,2017,4,810.4
Andalucía,Málaga,2017,4,1647.2
Andalucía,Sevilla,2017,4,1257.9
Aragón,Total,2017,4,1181.0
Aragón,Huesca,2017,4,1139.6
Aragón,Teruel,2017,4,797.5
Aragón,Zaragoza,2017,4,1251.3
Principado de Asturias,Asturias,2017,4,1291.6
Illes Balears,Illes Balears,2017,4,2198.9
Canarias,Total,2017,4,1426.0
Canarias,Las Palmas,2017,4,1524.6
Canarias,Santa Cruz de Tenerife,2017,4,1328.7
Cantabria,Cantabria,2017,4,1466.5
Castilla y León,Total,2017,4,1040.5
Castilla y León,Ávila,2017,4,833.5
Castilla y León,Burgos,2017,4,1122.3
Castilla y León,León,2017,4,866.2
Castilla y León,Palencia,2017,4,990.3
Castilla y León,Salamanca,2017,4,1181.4
Castilla y León,Segovia,2017,4,967.3
Castilla y León,Soria,2017,4,1014.0
Castilla y León,Valladolid,2017,4,1196.7
Castilla y León,Zamora,2017,4,858.8
Castilla - La Mancha,Total,2017,4,869.8
Castilla - La Mancha,Albacete,2017,4,928.3
Castilla - La Mancha,Ciudad Real,2017,4,759.4
Castilla - La Mancha,Cuenca,2017,4,782.4
Castilla - La Mancha,Guadalajara,2017,4,1060.2
Castilla - La Mancha,Toledo,2017,4,795.2
Cataluña,Total,2017,4,1889.1
Cataluña,Barcelona,2017,4,2202.6
Cataluña,Girona,2017,4,1519.8
Cataluña,Lleida,2017,4,1038.5
Cataluña,Tarragona,2017,4,1235.8
Comunitat Valenciana,Total,2017,4,1149.1
Comunitat Valenciana,Alicante/Alacant,2017,4,1242.1
Comunitat Valenciana,Castellón/Castelló,2017,4,1039.9
Comunitat Valenciana,Valencia/València,2017,4,1086.4
Extremadura,Total,2017,4,861.8000000000001
Extremadura,Badajoz,2017,4,853.1
Extremadura,Cáceres,2017,4,872.4000000000001
Galicia,Total,2017,4,1177.5
Galicia,A Coruña,2017,4,1205.5
Galicia,Lugo,2017,4,852.0
Galicia,Ourense,2017,4,931.9
Galicia,Pontevedra,2017,4,1224.4
Comunidad de Madrid,Madrid,2017,4,2347.2
Región de Murcia,Murcia,2017,4,982.8
Comunidad Foral de Navarra,Navarra,2017,4,1338.7
País Vasco,Total,2017,4,2372.8
País Vasco,Araba/Álava,2017,4,1925.5
País Vasco,Gipuzkoa,2017,4,2661.4
País Vasco,Bizkaia,2017,4,2326.2
La Rioja,La Rioja,2017,4,1055.3
Ceuta,Ceuta,2017,4,1745.0
Melilla,Melilla,2017,4,1501.4
Andalucía,Total,2018,1,1242.8
Andalucía,Almería,2018,1,1094.0
Andalucía,Cádiz,2018,1,1288.2
Andalucía,Córdoba,2018,1,1139.4
Andalucía,Granada,2018,1,1092.6
Andalucía,Huelva,2018,1,1048.8
Andalucía,Jaén,2018,1,796.2
Andalucía,Málaga,2018,1,1679.3
Andalucía,Sevilla,2018,1,1228.7
Aragón,Total,2018,1,1164.1
Aragón,Huesca,2018,1,1122.7
Aragón,Teruel,2018,1,802.1
Aragón,Zaragoza,2018,1,1230.6
Principado de Asturias,Asturias,2018,1,1256.9
Illes Balears,Illes Balears,2018,1,2202.4
Canarias,Total,2018,1,1438.2
Canarias,Las Palmas,2018,1,1542.1
Canarias,Santa Cruz de Tenerife,2018,1,1336.6
Cantabria,Cantabria,2018,1,1426.1
Castilla y León,Total,2018,1,1039.5
Castilla y León,Ávila,2018,1,836.2
Castilla y León,Burgos,2018,1,1106.4
Castilla y León,León,2018,1,887.5
Castilla y León,Palencia,2018,1,991.5
Castilla y León,Salamanca,2018,1,1178.0
Castilla y León,Segovia,2018,1,991.5
Castilla y León,Soria,2018,1,1016.5
Castilla y León,Valladolid,2018,1,1172.4
Castilla y León,Zamora,2018,1,854.0
Castilla - La Mancha,Total,2018,1,865.0
Castilla - La Mancha,Albacete,2018,1,900.6
Castilla - La Mancha,Ciudad Real,2018,1,755.0
Castilla - La Mancha,Cuenca,2018,1,762.9
Castilla - La Mancha,Guadalajara,2018,1,1076.6
Castilla - La Mancha,Toledo,2018,1,799.1
Cataluña,Total,2018,1,1903.2
Cataluña,Barcelona,2018,1,2222.1
Cataluña,Girona,2018,1,1513.8
Cataluña,Lleida,2018,1,1026.9
Cataluña,Tarragona,2018,1,1255.5
Comunitat Valenciana,Total,2018,1,1168.0
Comunitat Valenciana,Alicante/Alacant,2018,1,1264.2
Comunitat Valenciana,Castellón/Castelló,2018,1,1032.1
Comunitat Valenciana,Valencia/València,2018,1,1110.9
Extremadura,Total,2018,1,857.2
Extremadura,Badajoz,2018,1,864.7
Extremadura,Cáceres,2018,1,845.7
Galicia,Total,2018,1,1180.8000000000002
Galicia,A Coruña,2018,1,1210.7
Galicia,Lugo,2018,1,864.4
Galicia,Ourense,2018,1,947.7
Galicia,Pontevedra,2018,1,1217.5
Comunidad de Madrid,Madrid,2018,1,2406.9
Región de Murcia,Murcia,2018,1,983.5
Comunidad Foral de Navarra,Navarra,2018,1,1311.1
País Vasco,Total,2018,1,2347.3
País Vasco,Araba/Álava,2018,1,1889.2
País Vasco,Gipuzkoa,2018,1,2604.1
País Vasco,Bizkaia,2018,1,2323.6
La Rioja,La Rioja,2018,1,1054.9
Ceuta,Ceuta,2018,1,1784.2
Melilla,Melilla,2018,1,1539.1
Andalucía,Total,2018,2,1259.2
Andalucía,Almería,2018,2,1093.9
Andalucía,Cádiz,2018,2,1288.1
Andalucía,Córdoba,2018,2,1154.3
Andalucía,Granada,2018,2,1093.1
Andalucía,Huelva,2018,2,1066.9
Andalucía,Jaén,2018,2,811.6
Andalucía,Málaga,2018,2,1713.0
Andalucía,Sevilla,2018,2,1254.5
Aragón,Total,2018,2,1179.1
Aragón,Huesca,2018,2,1100.5
Aragón,Teruel,2018,2,810.9
Aragón,Zaragoza,2018,2,1258.0
Principado de Asturias,Asturias,2018,2,1270.5
Illes Balears,Illes Balears,2018,2,2207.2
Canarias,Total,2018,2,1455.6
Canarias,Las Palmas,2018,2,1556.6
Canarias,Santa Cruz de Tenerife,2018,2,1356.8
Cantabria,Cantabria,2018,2,1448.8
Castilla y León,Total,2018,2,1030.8
Castilla y León,Ávila,2018,2,826.2
Castilla y León,Burgos,2018,2,1115.7
Castilla y León,León,2018,2,872.5
Castilla y León,Palencia,2018,2,959.1
Castilla y León,Salamanca,2018,2,1141.9
Castilla y León,Segovia,2018,2,966.1
Castilla y León,Soria,2018,2,987.1
Castilla y León,Valladolid,2018,2,1204.7
Castilla y León,Zamora,2018,2,846.8
Castilla - La Mancha,Total,2018,2,860.5
Castilla - La Mancha,Albacete,2018,2,892.8
Castilla - La Mancha,Ciudad Real,2018,2,744.6999999999999
Castilla - La Mancha,Cuenca,2018,2,785.7
Castilla - La Mancha,Guadalajara,2018,2,1061.4
Castilla - La Mancha,Toledo,2018,2,797.1
Cataluña,Total,2018,2,1945.3
Cataluña,Barcelona,2018,2,2292.8
Cataluña,Girona,2018,2,1488.3
Cataluña,Lleida,2018,2,1052.7
Cataluña,Tarragona,2018,2,1243.9
Comunitat Valenciana,Total,2018,2,1172.4
Comunitat Valenciana,Alicante/Alacant,2018,2,1259.8
Comunitat Valenciana,Castellón/Castelló,2018,2,1031.7
Comunitat Valenciana,Valencia/València,2018,2,1125.4
Extremadura,Total,2018,2,854.1
Extremadura,Badajoz,2018,2,856.5
Extremadura,Cáceres,2018,2,850.9
Galicia,Total,2018,2,1189.8
Galicia,A Coruña,2018,2,1212.9
Galicia,Lugo,2018,2,869.0
Galicia,Ourense,2018,2,945.8
Galicia,Pontevedra,2018,2,1242.7
Comunidad de Madrid,Madrid,2018,2,2476.4
Región de Murcia,Murcia,2018,2,978.8
Comunidad Foral de Navarra,Navarra,2018,2,1352.7
País Vasco,Total,2018,2,2370.3
País Vasco,Araba/Álava,2018,2,1899.8
País Vasco,Gipuzkoa,2018,2,2685.2
País Vasco,Bizkaia,2018,2,2315.9
La Rioja,La Rioja,2018,2,1087.9
Ceuta,Ceuta,2018,2,1719.3
Melilla,Melilla,2018,2,1596.8
Andalucía,Total,2018,3,1265.1
Andalucía,Almería,2018,3,1074.3
Andalucía,Cádiz,2018,3,1304.0
Andalucía,Córdoba,2018,3,1127.5
Andalucía,Granada,2018,3,1098.7
Andalucía,Huelva,2018,3,1060.5
Andalucía,Jaén,2018,3,801.5
Andalucía,Málaga,2018,3,1732.0
Andalucía,Sevilla,2018,3,1272.1
Aragón,Total,2018,3,1172.0
Aragón,Huesca,2018,3,1131.1
Aragón,Teruel,2018,3,783.4000000000001
Aragón,Zaragoza,2018,3,1245.0
Principado de Asturias,Asturias,2018,3,1271.1
Illes Balears,Illes Balears,2018,3,2256.6
Canarias,Total,2018,3,1483.7
Canarias,Las Palmas,2018,3,1572.2
Canarias,Santa Cruz de Tenerife,2018,3,1396.5
Cantabria,Cantabria,2018,3,1436.5
Castilla y León,Total,2018,3,1032.1
Castilla y León,Ávila,2018,3,841.0
Castilla y León,Burgos,2018,3,1114.4
Castilla y León,León,2018,3,857.6
Castilla y León,Palencia,2018,3,986.0
Castilla y León,Salamanca,2018,3,1171.5
Castilla y León,Segovia,2018,3,951.4
Castilla y León,Soria,2018,3,996.3
Castilla y León,Valladolid,2018,3,1191.9
Castilla y León,Zamora,2018,3,853.5
Castilla - La Mancha,Total,2018,3,871.3000000000001
Castilla - La Mancha,Albacete,2018,3,912.7
Castilla - La Mancha,Ciudad Real,2018,3,760.8
Castilla - La Mancha,Cuenca,2018,3,760.6
Castilla - La Mancha,Guadalajara,2018,3,1081.1
Castilla - La Mancha,Toledo,2018,3,808.3
Cataluña,Total,2018,3,1957.9
Cataluña,Barcelona,2018,3,2315.4
Cataluña,Girona,2018,3,1478.7
Cataluña,Lleida,2018,3,1016.8
Cataluña,Tarragona,2018,3,1248.2
Comunitat Valenciana,Total,2018,3,1159.2
Comunitat Valenciana,Alicante/Alacant,2018,3,1244.5
Comunitat Valenciana,Castellón/Castelló,2018,3,1042.0
Comunitat Valenciana,Valencia/València,2018,3,1107.7
Extremadura,Total,2018,3,851.7
Extremadura,Badajoz,2018,3,865.8
Extremadura,Cáceres,2018,3,833.0
Galicia,Total,2018,3,1169.5
Galicia,A Coruña,2018,3,1186.3
Galicia,Lugo,2018,3,885.2
Galicia,Ourense,2018,3,912.5
Galicia,Pontevedra,2018,3,1225.1
Comunidad de Madrid,Madrid,2018,3,2490.2
Región de Murcia,Murcia,2018,3,955.4
Comunidad Foral de Navarra,Navarra,2018,3,1361.4
País Vasco,Total,2018,3,2326.5
País Vasco,Araba/Álava,2018,3,1885.1
País Vasco,Gipuzkoa,2018,3,2606.2
País Vasco,Bizkaia,2018,3,2285.4
La Rioja,La Rioja,2018,3,1113.5
Ceuta,Ceuta,2018,3,1699.0
Melilla,Melilla,2018,3,1579.9
Andalucía,Total,2018,4,1295.9
Andalucía,Almería,2018,4,1089.4
Andalucía,Cádiz,2018,4,1337.4
Andalucía,Córdoba,2018,4,1139.5
Andalucía,Granada,2018,4,1122.8
Andalucía,Huelva,2018,4,1093.0
Andalucía,Jaén,2018,4,819.1
Andalucía,Málaga,2018,4,1783.7
Andalucía,Sevilla,2018,4,1299.7
Aragón,Total,2018,4,1208.8
Aragón,Huesca,2018,4,1164.2
Aragón,Teruel,2018,4,776.1
Aragón,Zaragoza,2018,4,1292.2
Principado de Asturias,Asturias,2018,4,1271.7
Illes Balears,Illes Balears,2018,4,2266.2
Canarias,Total,2018,4,1482.3
Canarias,Las Palmas,2018,4,1573.1
Canarias,Santa Cruz de Tenerife,2018,4,1393.4
Cantabria,Cantabria,2018,4,1479.4
Castilla y León,Total,2018,4,1041.0
Castilla y León,Ávila,2018,4,819.3
Castilla y León,Burgos,2018,4,1109.8
Castilla y León,León,2018,4,872.5
Castilla y León,Palencia,2018,4,1012.9
Castilla y León,Salamanca,2018,4,1168.1
Castilla y León,Segovia,2018,4,980.2
Castilla y León,Soria,2018,4,1015.4
Castilla y León,Valladolid,2018,4,1230.5
Castilla y León,Zamora,2018,4,842.7
Castilla - La Mancha,Total,2018,4,886.1999999999999
Castilla - La Mancha,Albacete,2018,4,938.9
Castilla - La Mancha,Ciudad Real,2018,4,746.3
Castilla - La Mancha,Cuenca,2018,4,787.5
Castilla - La Mancha,Guadalajara,2018,4,1090.6
Castilla - La Mancha,Toledo,2018,4,835.8
Cataluña,Total,2018,4,1998.4
Cataluña,Barcelona,2018,4,2356.4
Cataluña,Girona,2018,4,1529.4
Cataluña,Lleida,2018,4,1051.3
Cataluña,Tarragona,2018,4,1275.2
Comunitat Valenciana,Total,2018,4,1192.4
Comunitat Valenciana,Alicante/Alacant,2018,4,1280.1
Comunitat Valenciana,Castellón/Castelló,2018,4,1060.3
Comunitat Valenciana,Valencia/València,2018,4,1144.0
Extremadura,Total,2018,4,865.8
Extremadura,Badajoz,2018,4,868.6
Extremadura,Cáceres,2018,4,862.4
Galicia,Total,2018,4,1185.6
Galicia,A Coruña,2018,4,1216.4
Galicia,Lugo,2018,4,853.7
Galicia,Ourense,2018,4,923.5
Galicia,Pontevedra,2018,4,1249.3
Comunidad de Madrid,Madrid,2018,4,2541.4
Región de Murcia,Murcia,2018,4,968.3
Comunidad Foral de Navarra,Navarra,2018,4,1368.8
País Vasco,Total,2018,4,2366.2
País Vasco,Araba/Álava,2018,4,1929.0
País Vasco,Gipuzkoa,2018,4,2677.9
País Vasco,Bizkaia,2018,4,2304.9
La Rioja,La Rioja,2018,4,1108.2
Ceuta,Ceuta,2018,4,1676.8
Melilla,Melilla,2018,4,1629.4
Andalucía,Total,2019,1,1299.9
Andalucía,Almería,2019,1,1113.0
Andalucía,Cádiz,2019,1,1350.8
Andalucía,Córdoba,2019,1,1147.6
Andalucía,Granada,2019,1,1116.2
Andalucía,Huelva,2019,1,1082.2
Andalucía,Jaén,2019,1,807.1
Andalucía,Málaga,2019,1,1765.8
Andalucía,Sevilla,2019,1,1329.1
Aragón,Total,2019,1,1197.3
Aragón,Huesca,2019,1,1136.3
Aragón,Teruel,2019,1,771.5
Aragón,Zaragoza,2019,1,1285.9
Principado de Asturias,Asturias,2019,1,1269.0
Illes Balears,Illes Balears,2019,1,2314.6
Canarias,Total,2019,1,1510.3
Canarias,Las Palmas,2019,1,1605.9
Canarias,Santa Cruz de Tenerife,2019,1,1417.1
Cantabria,Cantabria,2019,1,1454.7
Castilla y León,Total,2019,1,1045.3
Castilla y León,Ávila,2019,1,838.3
Castilla y León,Burgos,2019,1,1139.1
Castilla y León,León,2019,1,881.7
Castilla y León,Palencia,2019,1,996.4
Castilla y León,Salamanca,2019,1,1168.0
Castilla y León,Segovia,2019,1,955.1
Castilla y León,Soria,2019,1,976.4
Castilla y León,Valladolid,2019,1,1231.8
Castilla y León,Zamora,2019,1,860.7
Castilla - La Mancha,Total,2019,1,881.4
Castilla - La Mancha,Albacete,2019,1,918.2
Castilla - La Mancha,Ciudad Real,2019,1,747.3
Castilla - La Mancha,Cuenca,2019,1,772.0
Castilla - La Mancha,Guadalajara,2019,1,1108.4
Castilla - La Mancha,Toledo,2019,1,829.7
Cataluña,Total,2019,1,2014.7
Cataluña,Barcelona,2019,1,2386.5
Cataluña,Girona,2019,1,1527.4
Cataluña,Lleida,2019,1,1017.6
Cataluña,Tarragona,2019,1,1270.7
Comunitat Valenciana,Total,2019,1,1217.3
Comunitat Valenciana,Alicante/Alacant,2019,1,1301.5
Comunitat Valenciana,Castellón/Castelló,2019,1,1087.8
Comunitat Valenciana,Valencia/València,2019,1,1171.6
Extremadura,Total,2019,1,843.8
Extremadura,Badajoz,2019,1,851.4
Extremadura,Cáceres,2019,1,833.9
Galicia,Total,2019,1,1182.1
Galicia,A Coruña,2019,1,1214.6
Galicia,Lugo,2019,1,825.2
Galicia,Ourense,2019,1,952.4
Galicia,Pontevedra,2019,1,1245.5
Comunidad de Madrid,Madrid,2019,1,2606.8
Región de Murcia,Murcia,2019,1,994.4
Comunidad Foral de Navarra,Navarra,2019,1,1403.0
País Vasco,Total,2019,1,2397.1
País Vasco,Araba/Álava,2019,1,1980.7
País Vasco,Gipuzkoa,2019,1,2665.3
País Vasco,Bizkaia,2019,1,2361.4
La Rioja,La Rioja,2019,1,1105.4
Ceuta,Ceuta,2019,1,1706.8
Melilla,Melilla,2019,1,1670.5
Andalucía,Total,2019,2,1300.4
Andalucía,Almería,2019,2,1125.4
Andalucía,Cádiz,2019,2,1341.6
Andalucía,Córdoba,2019,2,1162.9
Andalucía,Granada,2019,2,1123.7
Andalucía,Huelva,2019,2,1071.3
Andalucía,Jaén,2019,2,781.9
Andalucía,Málaga,2019,2,1812.8
Andalucía,Sevilla,2019,2,1286.4
Aragón,Total,2019,2,1214.8
Aragón,Huesca,2019,2,1154.8
Aragón,Teruel,2019,2,744.2
Aragón,Zaragoza,2019,2,1313.4
Principado de Asturias,Asturias,2019,2,1299.7
Illes Balears,Illes Balears,2019,2,2317.5
Canarias,Total,2019,2,1514.2
Canarias,Las Palmas,2019,2,1591.1
Canarias,Santa Cruz de Tenerife,2019,2,1438.6
Cantabria,Cantabria,2019,2,1468.6
Castilla y León,Total,2019,2,1028.9
Castilla y León,Ávila,2019,2,807.3
Castilla y León,Burgos,2019,2,1114.4
Castilla y León,León,2019,2,847.6
Castilla y León,Palencia,2019,2,980.7
Castilla y León,Salamanca,2019,2,1175.3
Castilla y León,Segovia,2019,2,953.5
Castilla y León,Soria,2019,2,976.9
Castilla y León,Valladolid,2019,2,1234.4
Castilla y León,Zamora,2019,2,828.0
Castilla - La Mancha,Total,2019,2,872.9
Castilla - La Mancha,Albacete,2019,2,938.5
Castilla - La Mancha,Ciudad Real,2019,2,721.4
Castilla - La Mancha,Cuenca,2019,2,757.1
Castilla - La Mancha,Guadalajara,2019,2,1096.5
Castilla - La Mancha,Toledo,2019,2,824.3
Cataluña,Total,2019,2,2027.9
Cataluña,Barcelona,2019,2,2407.8
Cataluña,Girona,2019,2,1519.0
Cataluña,Lleida,2019,2,995.1
Cataluña,Tarragona,2019,2,1282.6
Comunitat Valenciana,Total,2019,2,1218.7
Comunitat Valenciana,Alicante/Alacant,2019,2,1305.6
Comunitat Valenciana,Castellón/Castelló,2019,2,1070.7
Comunitat Valenciana,Valencia/València,2019,2,1176.7
Extremadura,Total,2019,2,858.7
Extremadura,Badajoz,2019,2,860.2
Extremadura,Cáceres,2019,2,857.1
Galicia,Total,2019,2,1195.2
Galicia,A Coruña,2019,2,1233.3
Galicia,Lugo,2019,2,843.6
Galicia,Ourense,2019,2,950.5
Galicia,Pontevedra,2019,2,1255.0
Comunidad de Madrid,Madrid,2019,2,2601.9
Región de Murcia,Murcia,2019,2,988.8
Comunidad Foral de Navarra,Navarra,2019,2,1396.4
País Vasco,Total,2019,2,2370.2
País Vasco,Araba/Álava,2019,2,1954.5
País Vasco,Gipuzkoa,2019,2,2659.6
País Vasco,Bizkaia,2019,2,2319.5
La Rioja,La Rioja,2019,2,1063.3
Ceuta,Ceuta,2019,2,1704.3
Melilla,Melilla,2019,2,1627.6
Andalucía,Total,2019,3,1304.5
Andalucía,Almería,2019,3,1113.1
Andalucía,Cádiz,2019,3,1356.3
Andalucía,Córdoba,2019,3,1118.7
Andalucía,Granada,2019,3,1112.7
Andalucía,Huelva,2019,3,1096.3
Andalucía,Jaén,2019,3,796.8
Andalucía,Málaga,2019,3,1821.8
Andalucía,Sevilla,2019,3,1300.8
Aragón,Total,2019,3,1220.6999999999998
Aragón,Huesca,2019,3,1169.6
Aragón,Teruel,2019,3,760.4000000000001
Aragón,Zaragoza,2019,3,1314.8
Principado de Asturias,Asturias,2019,3,1264.3
Illes Balears,Illes Balears,2019,3,2363.9
Canarias,Total,2019,3,1514.2
Canarias,Las Palmas,2019,3,1598.4
Canarias,Santa Cruz de Tenerife,2019,3,1432.3
Cantabria,Cantabria,2019,3,1489.0
Castilla y León,Total,2019,3,1032.6
Castilla y León,Ávila,2019,3,807.9
Castilla y León,Burgos,2019,3,1134.3
Castilla y León,León,2019,3,862.8
Castilla y León,Palencia,2019,3,943.4
Castilla y León,Salamanca,2019,3,1172.8
Castilla y León,Segovia,2019,3,983.6
Castilla y León,Soria,2019,3,956.7
Castilla y León,Valladolid,2019,3,1234.4
Castilla y León,Zamora,2019,3,822.2
Castilla - La Mancha,Total,2019,3,879.6
Castilla - La Mancha,Albacete,2019,3,919.6
Castilla - La Mancha,Ciudad Real,2019,3,728.0
Castilla - La Mancha,Cuenca,2019,3,778.2
Castilla - La Mancha,Guadalajara,2019,3,1112.9
Castilla - La Mancha,Toledo,2019,3,835.8
Cataluña,Total,2019,3,2025.1
Cataluña,Barcelona,2019,3,2403.8
Cataluña,Girona,2019,3,1516.9
Cataluña,Lleida,2019,3,1018.5
Cataluña,Tarragona,2019,3,1273.1
Comunitat Valenciana,Total,2019,3,1208.4
Comunitat Valenciana,Alicante/Alacant,2019,3,1296.6
Comunitat Valenciana,Castellón/Castelló,2019,3,1058.3
Comunitat Valenciana,Valencia/València,2019,3,1166.6
Extremadura,Total,2019,3,863.4
Extremadura,Badajoz,2019,3,868.1
Extremadura,Cáceres,2019,3,857.3
Galicia,Total,2019,3,1191.6
Galicia,A Coruña,2019,3,1221.0
Galicia,Lugo,2019,3,866.5
Galicia,Ourense,2019,3,929.9
Galicia,Pontevedra,2019,3,1258.1
Comunidad de Madrid,Madrid,2019,3,2603.7
Región de Murcia,Murcia,2019,3,981.3
Comunidad Foral de Navarra,Navarra,2019,3,1423.5
País Vasco,Total,2019,3,2394.1
País Vasco,Araba/Álava,2019,3,1902.2
País Vasco,Gipuzkoa,2019,3,2712.6
País Vasco,Bizkaia,2019,3,2345.3
La Rioja,La Rioja,2019,3,1049.9
Ceuta,Ceuta,2019,3,1768.0
Melilla,Melilla,2019,3,1592.7
Andalucía,Total,2019,4,1310.8
Andalucía,Almería,2019,4,1126.4
Andalucía,Cádiz,2019,4,1342.1
Andalucía,Córdoba,2019,4,1136.6
Andalucía,Granada,2019,4,1110.2
Andalucía,Huelva,2019,4,1102.2
Andalucía,Jaén,2019,4,797.5
Andalucía,Málaga,2019,4,1831.5
Andalucía,Sevilla,2019,4,1316.2
Aragón,Total,2019,4,1215.5
Aragón,Huesca,2019,4,1165.5
Aragón,Teruel,2019,4,778.2
Aragón,Zaragoza,2019,4,1304.2
Principado de Asturias,Asturias,2019,4,1264.7
Illes Balears,Illes Balears,2019,4,2417.9
Canarias,Total,2019,4,1528.4
Canarias,Las Palmas,2019,4,1633.5
Canarias,Santa Cruz de Tenerife,2019,4,1427.3
Cantabria,Cantabria,2019,4,1444.7
Castilla y León,Total,2019,4,1034.2
Castilla y León,Ávila,2019,4,799.4
Castilla y León,Burgos,2019,4,1111.6
Castilla y León,León,2019,4,871.1
Castilla y León,Palencia,2019,4,933.0
Castilla y León,Salamanca,2019,4,1197.3
Castilla y León,Segovia,2019,4,980.6
Castilla y León,Soria,2019,4,925.2
Castilla y León,Valladolid,2019,4,1249.9
Castilla y León,Zamora,2019,4,832.0
Castilla - La Mancha,Total,2019,4,883.0
Castilla - La Mancha,Albacete,2019,4,913.0
Castilla - La Mancha,Ciudad Real,2019,4,728.4
Castilla - La Mancha,Cuenca,2019,4,776.3
Castilla - La Mancha,Guadalajara,2019,4,1120.6
Castilla - La Mancha,Toledo,2019,4,846.6
Cataluña,Total,2019,4,2032.5
Cataluña,Barcelona,2019,4,2407.9
Cataluña,Girona,2019,4,1545.1
Cataluña,Lleida,2019,4,1023.0
Cataluña,Tarragona,2019,4,1274.2
Comunitat Valenciana,Total,2019,4,1223.1
Comunitat Valenciana,Alicante/Alacant,2019,4,1304.2
Comunitat Valenciana,Castellón/Castelló,2019,4,1066.0
Comunitat Valenciana,Valencia/València,2019,4,1190.6
Extremadura,Total,2019,4,855.4
Extremadura,Badajoz,2019,4,869.1
Extremadura,Cáceres,2019,4,837.1
Galicia,Total,2019,4,1198.0
Galicia,A Coruña,2019,4,1238.0
Galicia,Lugo,2019,4,838.7
Galicia,Ourense,2019,4,949.7
Galicia,Pontevedra,2019,4,1263.2
Comunidad de Madrid,Madrid,2019,4,2664.2
Región de Murcia,Murcia,2019,4,966.2
Comunidad Foral de Navarra,Navarra,2019,4,1454.0
País Vasco,Total,2019,4,2415.4
País Vasco,Araba/Álava,2019,4,1951.3
País Vasco,Gipuzkoa,2019,4,2686.8
País Vasco,Bizkaia,2019,4,2385.9
La Rioja,La Rioja,2019,4,1083.5
Ceuta,Ceuta,2019,4,1706.7
Melilla,Melilla,2019,4,1649.4
Andalucía,Total,2020,1,1307.7
Andalucía,Almería,2020,1,1102.5
Andalucía,Cádiz,2020,1,1359.4
Andalucía,Córdoba,2020,1,1124.2
Andalucía,Granada,2020,1,1103.9
Andalucía,Huelva,2020,1,1079.4
Andalucía,Jaén,2020,1,790.6
Andalucía,Málaga,2020,1,1805.9
Andalucía,Sevilla,2020,1,1343.8
Aragón,Total,2020,1,1205.2
Aragón,Huesca,2020,1,1138.8
Aragón,Teruel,2020,1,773.3
Aragón,Zaragoza,2020,1,1297.8
Principado de Asturias,Asturias,2020,1,1258.4
Illes Balears,Illes Balears,2020,1,2372.1
Canarias,Total,2020,1,1529.9
