Region,City,Year,Quarter,Total_Transactions,Total_Price,Regime,Condition
Cantabria,Cantabria,2005,1,37,,Protegida,Segunda mano
Cantabria,Cantabria,2023,1,40,,Protegida,Segunda mano
Cantabria,Cantabria,2022,1,46,,Protegida,Segunda mano
Cantabria,Cantabria,2011,1,35,,Protegida,Segunda mano
Cantabria,Cantabria,2018,1,31,,Protegida,Segunda mano
Cantabria,Cantabria,2024,1,45,,Protegida,Segunda mano
Cantabria,Cantabria,2017,2,35,,Protegida,Segunda mano
Cantabria,Cantabria,2016,2,27,,Protegida,Segunda mano
Cantabria,Cantabria,2019,2,37,,Protegida,Segunda mano
Cantabria,Cantabria,2015,2,23,,Protegida,Segunda mano
Cantabria,Cantabria,2005,2,41,,Protegida,Segunda mano
Cantabria,Cantabria,2007,2,54,,Protegida,Segunda mano
Cantabria,Cantabria,2018,2,43,,Protegida,Segunda mano
Cantabria,Cantabria,2012,2,17,,Protegida,Segunda mano
Cantabria,Cantabria,2014,2,11,,Protegida,Segunda mano
Cantabria,Cantabria,2023,2,34,,Protegida,Segunda mano
Cantabria,Cantabria,2013,2,12,,Protegida,Segunda mano
Cantabria,Cantabria,2006,2,45,,Protegida,Segunda mano
Cantabria,Cantabria,2011,2,24,,Protegida,Segunda mano
Cantabria,Cantabria,2022,2,84,,Protegida,Segunda mano
Cantabria,Cantabria,2010,2,39,,Protegida,Segunda mano
Cantabria,Cantabria,2024,2,59,,Protegida,Segunda mano
Cantabria,Cantabria,2004,2,50,,Protegida,Segunda mano
Cantabria,Cantabria,2008,2,34,,Protegida,Segunda mano
Cantabria,Cantabria,2025,2,50,,Protegida,Segunda mano
Cantabria,Cantabria,2021,2,60,,Protegida,Segunda mano
Cantabria,Cantabria,2020,2,22,,Protegida,Segunda mano
Cantabria,Cantabria,2009,2,23,,Protegida,Segunda mano
Cantabria,Cantabria,2010,4,41,,Protegida,Segunda mano
Cantabria,Cantabria,2007,4,39,,Protegida,Segunda mano
Cantabria,Cantabria,2022,4,32,,Protegida,Segunda mano
Cantabria,Cantabria,2025,4,69,,Protegida,Segunda mano
Cantabria,Cantabria,2008,4,28,,Protegida,Segunda mano
Cantabria,Cantabria,2024,4,51,,Protegida,Segunda mano
Cantabria,Cantabria,2006,4,42,,Protegida,Segunda mano
Cantabria,Cantabria,2012,4,34,,Protegida,Segunda mano
Cantabria,Cantabria,2017,4,43,,Protegida,Segunda mano
Cantabria,Cantabria,2013,4,25,,Protegida,Segunda mano
Cantabria,Cantabria,2023,4,63,,Protegida,Segunda mano
Cantabria,Cantabria,2018,4,47,,Protegida,Segunda mano
Cantabria,Cantabria,2021,4,62,,Protegida,Segunda mano
Cantabria,Cantabria,2016,4,38,,Protegida,Segunda mano
Cantabria,Cantabria,2004,4,83,,Protegida,Segunda mano
Cantabria,Cantabria,2011,4,25,,Protegida,Segunda mano
Cantabria,Cantabria,2009,4,36,,Protegida,Segunda mano
Cantabria,Cantabria,2014,4,36,,Protegida,Segunda mano
Cantabria,Cantabria,2005,4,55,,Protegida,Segunda mano
Cantabria,Cantabria,2015,4,41,,Protegida,Segunda mano
Cantabria,Cantabria,2020,4,55,,Protegida,Segunda mano
Cantabria,Cantabria,2019,4,53,,Protegida,Segunda mano
Cantabria,Cantabria,2024,3,41,,Protegida,Segunda mano
Cantabria,Cantabria,2021,3,52,,Protegida,Segunda mano
Cantabria,Cantabria,2004,3,55,,Protegida,Segunda mano
Cantabria,Cantabria,2025,3,60,,Protegida,Segunda mano
Cantabria,Cantabria,2022,3,65,,Protegida,Segunda mano
Cantabria,Cantabria,2018,3,42,,Protegida,Segunda mano
Cantabria,Cantabria,2007,3,43,,Protegida,Segunda mano
Cantabria,Cantabria,2005,3,38,,Protegida,Segunda mano
Cantabria,Cantabria,2023,3,37,,Protegida,Segunda mano
Cantabria,Cantabria,2006,3,44,,Protegida,Segunda mano
Cantabria,Cantabria,2017,3,44,,Protegida,Segunda mano
Cantabria,Cantabria,2010,3,29,,Protegida,Segunda mano
Cantabria,Cantabria,2014,3,24,,Protegida,Segunda mano
Cantabria,Cantabria,2009,3,23,,Protegida,Segunda mano
Cantabria,Cantabria,2011,3,23,,Protegida,Segunda mano
Cantabria,Cantabria,2019,3,34,,Protegida,Segunda mano
Cantabria,Cantabria,2016,3,46,,Protegida,Segunda mano
Cantabria,Cantabria,2020,3,25,,Protegida,Segunda mano
Cantabria,Cantabria,2008,3,18,,Protegida,Segunda mano
Cantabria,Cantabria,2012,3,26,,Protegida,Segunda mano
Cantabria,Cantabria,2013,3,14,,Protegida,Segunda mano
Cantabria,Cantabria,2015,3,20,,Protegida,Segunda mano
La Rioja,La Rioja,2025,3,40,,Protegida,Segunda mano
La Rioja,La Rioja,2020,3,50,,Protegida,Segunda mano
La Rioja,La Rioja,2023,3,36,,Protegida,Segunda mano
La Rioja,La Rioja,2016,3,20,,Protegida,Segunda mano
La Rioja,La Rioja,2015,3,43,,Protegida,Segunda mano
La Rioja,La Rioja,2009,3,13,,Protegida,Segunda mano
La Rioja,La Rioja,2006,3,29,,Protegida,Segunda mano
La Rioja,La Rioja,2010,3,11,,Protegida,Segunda mano
La Rioja,La Rioja,2022,3,37,,Protegida,Segunda mano
La Rioja,La Rioja,2013,3,10,,Protegida,Segunda mano
La Rioja,La Rioja,2021,3,53,,Protegida,Segunda mano
La Rioja,La Rioja,2011,3,10,,Protegida,Segunda mano
La Rioja,La Rioja,2017,3,51,,Protegida,Segunda mano
La Rioja,La Rioja,2014,3,25,,Protegida,Segunda mano
La Rioja,La Rioja,2018,3,55,,Protegida,Segunda mano
La Rioja,La Rioja,2024,3,44,,Protegida,Segunda mano
La Rioja,La Rioja,2004,3,69,,Protegida,Segunda mano
La Rioja,La Rioja,2008,3,14,,Protegida,Segunda mano
La Rioja,La Rioja,2007,3,24,,Protegida,Segunda mano
La Rioja,La Rioja,2005,3,24,,Protegida,Segunda mano
La Rioja,La Rioja,2012,3,12,,Protegida,Segunda mano
La Rioja,La Rioja,2019,3,49,,Protegida,Segunda mano
La Rioja,La Rioja,2004,4,39,,Protegida,Segunda mano
La Rioja,La Rioja,2005,4,40,,Protegida,Segunda mano
La Rioja,La Rioja,2009,4,14,,Protegida,Segunda mano
La Rioja,La Rioja,2007,4,14,,Protegida,Segunda mano
La Rioja,La Rioja,2006,4,25,,Protegida,Segunda mano
La Rioja,La Rioja,2012,4,61,,Protegida,Segunda mano
La Rioja,La Rioja,2024,4,60,,Protegida,Segunda mano
La Rioja,La Rioja,2014,4,77,,Protegida,Segunda mano
La Rioja,La Rioja,2008,4,12,,Protegida,Segunda mano
La Rioja,La Rioja,2021,4,48,,Protegida,Segunda mano
La Rioja,La Rioja,2023,4,43,,Protegida,Segunda mano
La Rioja,La Rioja,2020,4,59,,Protegida,Segunda mano
La Rioja,La Rioja,2010,4,36,,Protegida,Segunda mano
La Rioja,La Rioja,2013,4,26,,Protegida,Segunda mano
La Rioja,La Rioja,2011,4,9,,Protegida,Segunda mano
La Rioja,La Rioja,2025,4,44,,Protegida,Segunda mano
La Rioja,La Rioja,2019,4,57,,Protegida,Segunda mano
La Rioja,La Rioja,2017,4,33,,Protegida,Segunda mano
La Rioja,La Rioja,2016,4,32,,Protegida,Segunda mano
La Rioja,La Rioja,2022,4,52,,Protegida,Segunda mano
La Rioja,La Rioja,2015,4,51,,Protegida,Segunda mano
La Rioja,La Rioja,2018,4,57,,Protegida,Segunda mano
La Rioja,La Rioja,2010,2,18,,Protegida,Segunda mano
La Rioja,La Rioja,2020,2,27,,Protegida,Segunda mano
La Rioja,La Rioja,2005,2,20,,Protegida,Segunda mano
La Rioja,La Rioja,2013,2,9,,Protegida,Segunda mano
La Rioja,La Rioja,2009,2,9,,Protegida,Segunda mano
La Rioja,La Rioja,2015,2,34,,Protegida,Segunda mano
La Rioja,La Rioja,2016,2,53,,Protegida,Segunda mano
La Rioja,La Rioja,2014,2,50,,Protegida,Segunda mano
La Rioja,La Rioja,2007,2,32,,Protegida,Segunda mano
La Rioja,La Rioja,2024,2,60,,Protegida,Segunda mano
La Rioja,La Rioja,2022,2,60,,Protegida,Segunda mano
La Rioja,La Rioja,2012,2,17,,Protegida,Segunda mano
La Rioja,La Rioja,2004,2,36,,Protegida,Segunda mano
La Rioja,La Rioja,2008,2,25,,Protegida,Segunda mano
La Rioja,La Rioja,2019,2,72,,Protegida,Segunda mano
La Rioja,La Rioja,2023,2,59,,Protegida,Segunda mano
La Rioja,La Rioja,2021,2,51,,Protegida,Segunda mano
La Rioja,La Rioja,2011,2,66,,Protegida,Segunda mano
La Rioja,La Rioja,2006,2,44,,Protegida,Segunda mano
La Rioja,La Rioja,2025,2,40,,Protegida,Segunda mano
La Rioja,La Rioja,2017,2,52,,Protegida,Segunda mano
La Rioja,La Rioja,2018,2,52,,Protegida,Segunda mano
La Rioja,La Rioja,2016,1,172,,Protegida,Segunda mano
La Rioja,La Rioja,2018,1,50,,Protegida,Segunda mano
La Rioja,La Rioja,2019,1,77,,Protegida,Segunda mano
La Rioja,La Rioja,2023,1,38,,Protegida,Segunda mano
La Rioja,La Rioja,2021,1,43,,Protegida,Segunda mano
La Rioja,La Rioja,2022,1,43,,Protegida,Segunda mano
La Rioja,La Rioja,2004,1,23,,Protegida,Segunda mano
La Rioja,La Rioja,2024,1,30,,Protegida,Segunda mano
La Rioja,La Rioja,2005,1,30,,Protegida,Segunda mano
La Rioja,La Rioja,2017,1,51,,Protegida,Segunda mano
La Rioja,La Rioja,2015,1,34,,Protegida,Segunda mano
La Rioja,La Rioja,2013,1,3,,Protegida,Segunda mano
La Rioja,La Rioja,2025,1,54,,Protegida,Segunda mano
La Rioja,La Rioja,2006,1,31,,Protegida,Segunda mano
La Rioja,La Rioja,2010,1,18,,Protegida,Segunda mano
La Rioja,La Rioja,2008,1,28,,Protegida,Segunda mano
La Rioja,La Rioja,2012,1,15,,Protegida,Segunda mano
La Rioja,La Rioja,2020,1,40,,Protegida,Segunda mano
La Rioja,La Rioja,2009,1,12,,Protegida,Segunda mano
La Rioja,La Rioja,2007,1,32,,Protegida,Segunda mano
La Rioja,La Rioja,2011,1,9,,Protegida,Segunda mano
La Rioja,La Rioja,2014,1,9,,Protegida,Segunda mano
Principado de Asturias,Asturias,2025,1,168,,Protegida,Segunda mano
Principado de Asturias,Asturias,2020,1,130,,Protegida,Segunda mano
Principado de Asturias,Asturias,2015,1,93,,Protegida,Segunda mano
Principado de Asturias,Asturias,2016,1,94,,Protegida,Segunda mano
Principado de Asturias,Asturias,2011,1,97,,Protegida,Segunda mano
Principado de Asturias,Asturias,2024,1,138,,Protegida,Segunda mano
Principado de Asturias,Asturias,2018,1,130,,Protegida,Segunda mano
Principado de Asturias,Asturias,2013,1,47,,Protegida,Segunda mano
Principado de Asturias,Asturias,2021,1,135,,Protegida,Segunda mano
Principado de Asturias,Asturias,2010,1,145,,Protegida,Segunda mano
Principado de Asturias,Asturias,2005,1,244,,Protegida,Segunda mano
Principado de Asturias,Asturias,2019,1,154,,Protegida,Segunda mano
Principado de Asturias,Asturias,2008,1,150,,Protegida,Segunda mano
Principado de Asturias,Asturias,2007,1,228,,Protegida,Segunda mano
Principado de Asturias,Asturias,2006,1,133,,Protegida,Segunda mano
Principado de Asturias,Asturias,2014,1,72,,Protegida,Segunda mano
Principado de Asturias,Asturias,2023,1,149,,Protegida,Segunda mano
Principado de Asturias,Asturias,2012,1,53,,Protegida,Segunda mano
Principado de Asturias,Asturias,2009,1,119,,Protegida,Segunda mano
Principado de Asturias,Asturias,2022,1,128,,Protegida,Segunda mano
Principado de Asturias,Asturias,2017,1,145,,Protegida,Segunda mano
Principado de Asturias,Asturias,2004,1,193,,Protegida,Segunda mano
Principado de Asturias,Asturias,2025,2,147,,Protegida,Segunda mano
Principado de Asturias,Asturias,2020,2,66,,Protegida,Segunda mano
Principado de Asturias,Asturias,2014,2,94,,Protegida,Segunda mano
Principado de Asturias,Asturias,2013,2,85,,Protegida,Segunda mano
Principado de Asturias,Asturias,2019,2,148,,Protegida,Segunda mano
Principado de Asturias,Asturias,2015,2,130,,Protegida,Segunda mano
Principado de Asturias,Asturias,2005,2,242,,Protegida,Segunda mano
Principado de Asturias,Asturias,2024,2,142,,Protegida,Segunda mano
Principado de Asturias,Asturias,2004,2,292,,Protegida,Segunda mano
Principado de Asturias,Asturias,2023,2,138,,Protegida,Segunda mano
Principado de Asturias,Asturias,2008,2,188,,Protegida,Segunda mano
Principado de Asturias,Asturias,2021,2,133,,Protegida,Segunda mano
Principado de Asturias,Asturias,2011,2,130,,Protegida,Segunda mano
Principado de Asturias,Asturias,2022,2,144,,Protegida,Segunda mano
Principado de Asturias,Asturias,2016,2,126,,Protegida,Segunda mano
Principado de Asturias,Asturias,2006,2,119,,Protegida,Segunda mano
Principado de Asturias,Asturias,2007,2,257,,Protegida,Segunda mano
Principado de Asturias,Asturias,2009,2,122,,Protegida,Segunda mano
Principado de Asturias,Asturias,2010,2,140,,Protegida,Segunda mano
Principado de Asturias,Asturias,2012,2,73,,Protegida,Segunda mano
Principado de Asturias,Asturias,2017,2,108,,Protegida,Segunda mano
Principado de Asturias,Asturias,2018,2,155,,Protegida,Segunda mano
Principado de Asturias,Asturias,2025,4,135,,Protegida,Segunda mano
Principado de Asturias,Asturias,2020,4,146,,Protegida,Segunda mano
Principado de Asturias,Asturias,2004,4,221,,Protegida,Segunda mano
Principado de Asturias,Asturias,2005,4,200,,Protegida,Segunda mano
Principado de Asturias,Asturias,2009,4,201,,Protegida,Segunda mano
Principado de Asturias,Asturias,2007,4,220,,Protegida,Segunda mano
Principado de Asturias,Asturias,2006,4,128,,Protegida,Segunda mano
Principado de Asturias,Asturias,2012,4,99,,Protegida,Segunda mano
Principado de Asturias,Asturias,2024,4,145,,Protegida,Segunda mano
Principado de Asturias,Asturias,2014,4,107,,Protegida,Segunda mano
Principado de Asturias,Asturias,2008,4,158,,Protegida,Segunda mano
Principado de Asturias,Asturias,2021,4,147,,Protegida,Segunda mano
Principado de Asturias,Asturias,2023,4,139,,Protegida,Segunda mano
Principado de Asturias,Asturias,2010,4,194,,Protegida,Segunda mano
Principado de Asturias,Asturias,2013,4,89,,Protegida,Segunda mano
Principado de Asturias,Asturias,2011,4,104,,Protegida,Segunda mano
Principado de Asturias,Asturias,2019,4,145,,Protegida,Segunda mano
Principado de Asturias,Asturias,2017,4,136,,Protegida,Segunda mano
Principado de Asturias,Asturias,2016,4,117,,Protegida,Segunda mano
Principado de Asturias,Asturias,2022,4,160,,Protegida,Segunda mano
Principado de Asturias,Asturias,2015,4,120,,Protegida,Segunda mano
Principado de Asturias,Asturias,2018,4,147,,Protegida,Segunda mano
Principado de Asturias,Asturias,2025,3,151,,Protegida,Segunda mano
Principado de Asturias,Asturias,2020,3,94,,Protegida,Segunda mano
Principado de Asturias,Asturias,2023,3,121,,Protegida,Segunda mano
Principado de Asturias,Asturias,2016,3,109,,Protegida,Segunda mano
Principado de Asturias,Asturias,2015,3,97,,Protegida,Segunda mano
Principado de Asturias,Asturias,2009,3,145,,Protegida,Segunda mano
Principado de Asturias,Asturias,2006,3,119,,Protegida,Segunda mano
Principado de Asturias,Asturias,2010,3,108,,Protegida,Segunda mano
Principado de Asturias,Asturias,2022,3,136,,Protegida,Segunda mano
Principado de Asturias,Asturias,2013,3,73,,Protegida,Segunda mano
Principado de Asturias,Asturias,2021,3,121,,Protegida,Segunda mano
Principado de Asturias,Asturias,2011,3,88,,Protegida,Segunda mano
Principado de Asturias,Asturias,2017,3,136,,Protegida,Segunda mano
Principado de Asturias,Asturias,2014,3,69,,Protegida,Segunda mano
Principado de Asturias,Asturias,2018,3,106,,Protegida,Segunda mano
Principado de Asturias,Asturias,2024,3,134,,Protegida,Segunda mano
Principado de Asturias,Asturias,2004,3,141,,Protegida,Segunda mano
Principado de Asturias,Asturias,2008,3,111,,Protegida,Segunda mano
Principado de Asturias,Asturias,2007,3,227,,Protegida,Segunda mano
Principado de Asturias,Asturias,2005,3,199,,Protegida,Segunda mano
Principado de Asturias,Asturias,2012,3,77,,Protegida,Segunda mano
Principado de Asturias,Asturias,2019,3,116,,Protegida,Segunda mano
Región de Murcia,Murcia,2025,3,130,,Protegida,Segunda mano
Región de Murcia,Murcia,2020,3,109,,Protegida,Segunda mano
Región de Murcia,Murcia,2023,3,134,,Protegida,Segunda mano
Región de Murcia,Murcia,2016,3,75,,Protegida,Segunda mano
Región de Murcia,Murcia,2015,3,66,,Protegida,Segunda mano
Región de Murcia,Murcia,2009,3,44,,Protegida,Segunda mano
Región de Murcia,Murcia,2006,3,82,,Protegida,Segunda mano
Región de Murcia,Murcia,2010,3,53,,Protegida,Segunda mano
Región de Murcia,Murcia,2022,3,193,,Protegida,Segunda mano
Región de Murcia,Murcia,2013,3,30,,Protegida,Segunda mano
Región de Murcia,Murcia,2021,3,155,,Protegida,Segunda mano
Región de Murcia,Murcia,2011,3,49,,Protegida,Segunda mano
Región de Murcia,Murcia,2017,3,67,,Protegida,Segunda mano
Región de Murcia,Murcia,2014,3,57,,Protegida,Segunda mano
Región de Murcia,Murcia,2018,3,84,,Protegida,Segunda mano
Región de Murcia,Murcia,2024,3,142,,Protegida,Segunda mano
Región de Murcia,Murcia,2004,3,113,,Protegida,Segunda mano
Región de Murcia,Murcia,2008,3,34,,Protegida,Segunda mano
Región de Murcia,Murcia,2007,3,81,,Protegida,Segunda mano
Región de Murcia,Murcia,2005,3,74,,Protegida,Segunda mano
Región de Murcia,Murcia,2012,3,32,,Protegida,Segunda mano
Región de Murcia,Murcia,2019,3,97,,Protegida,Segunda mano
Región de Murcia,Murcia,2025,4,167,,Protegida,Segunda mano
Región de Murcia,Murcia,2020,4,159,,Protegida,Segunda mano
Región de Murcia,Murcia,2023,4,182,,Protegida,Segunda mano
Región de Murcia,Murcia,2016,4,108,,Protegida,Segunda mano
Región de Murcia,Murcia,2015,4,96,,Protegida,Segunda mano
Región de Murcia,Murcia,2009,4,80,,Protegida,Segunda mano
Región de Murcia,Murcia,2006,4,120,,Protegida,Segunda mano
Región de Murcia,Murcia,2010,4,70,,Protegida,Segunda mano
Región de Murcia,Murcia,2022,4,187,,Protegida,Segunda mano
Región de Murcia,Murcia,2013,4,41,,Protegida,Segunda mano
Región de Murcia,Murcia,2004,4,96,,Protegida,Segunda mano
Región de Murcia,Murcia,2005,4,121,,Protegida,Segunda mano
Región de Murcia,Murcia,2007,4,101,,Protegida,Segunda mano
Región de Murcia,Murcia,2012,4,61,,Protegida,Segunda mano
Región de Murcia,Murcia,2024,4,154,,Protegida,Segunda mano
Región de Murcia,Murcia,2014,4,77,,Protegida,Segunda mano
Región de Murcia,Murcia,2008,4,33,,Protegida,Segunda mano
Región de Murcia,Murcia,2021,4,175,,Protegida,Segunda mano
Región de Murcia,Murcia,2011,4,81,,Protegida,Segunda mano
Región de Murcia,Murcia,2019,4,160,,Protegida,Segunda mano
Región de Murcia,Murcia,2017,4,133,,Protegida,Segunda mano
Región de Murcia,Murcia,2018,4,122,,Protegida,Segunda mano
Región de Murcia,Murcia,2025,2,177,,Protegida,Segunda mano
Región de Murcia,Murcia,2020,2,101,,Protegida,Segunda mano
Región de Murcia,Murcia,2023,2,197,,Protegida,Segunda mano
Región de Murcia,Murcia,2016,2,92,,Protegida,Segunda mano
Región de Murcia,Murcia,2015,2,88,,Protegida,Segunda mano
Región de Murcia,Murcia,2009,2,40,,Protegida,Segunda mano
Región de Murcia,Murcia,2006,2,155,,Protegida,Segunda mano
Región de Murcia,Murcia,2010,2,60,,Protegida,Segunda mano
Región de Murcia,Murcia,2022,2,180,,Protegida,Segunda mano
Región de Murcia,Murcia,2013,2,83,,Protegida,Segunda mano
Región de Murcia,Murcia,2014,2,55,,Protegida,Segunda mano
Región de Murcia,Murcia,2019,2,126,,Protegida,Segunda mano
Región de Murcia,Murcia,2005,2,152,,Protegida,Segunda mano
Región de Murcia,Murcia,2024,2,160,,Protegida,Segunda mano
Región de Murcia,Murcia,2004,2,151,,Protegida,Segunda mano
Región de Murcia,Murcia,2008,2,40,,Protegida,Segunda mano
Región de Murcia,Murcia,2021,2,208,,Protegida,Segunda mano
Región de Murcia,Murcia,2011,2,51,,Protegida,Segunda mano
Región de Murcia,Murcia,2007,2,170,,Protegida,Segunda mano
Región de Murcia,Murcia,2012,2,31,,Protegida,Segunda mano
Región de Murcia,Murcia,2017,2,116,,Protegida,Segunda mano
Región de Murcia,Murcia,2018,2,138,,Protegida,Segunda mano
Región de Murcia,Murcia,2025,1,143,,Protegida,Segunda mano
Región de Murcia,Murcia,2020,1,136,,Protegida,Segunda mano
Región de Murcia,Murcia,2023,1,155,,Protegida,Segunda mano
Región de Murcia,Murcia,2016,1,85,,Protegida,Segunda mano
Región de Murcia,Murcia,2015,1,82,,Protegida,Segunda mano
Región de Murcia,Murcia,2009,1,46,,Protegida,Segunda mano
Región de Murcia,Murcia,2006,1,110,,Protegida,Segunda mano
Región de Murcia,Murcia,2010,1,53,,Protegida,Segunda mano
Región de Murcia,Murcia,2022,1,168,,Protegida,Segunda mano
Región de Murcia,Murcia,2013,1,40,,Protegida,Segunda mano
Región de Murcia,Murcia,2024,1,193,,Protegida,Segunda mano
Región de Murcia,Murcia,2018,1,101,,Protegida,Segunda mano
Región de Murcia,Murcia,2021,1,158,,Protegida,Segunda mano
Región de Murcia,Murcia,2019,1,131,,Protegida,Segunda mano
Región de Murcia,Murcia,2007,1,208,,Protegida,Segunda mano
Región de Murcia,Murcia,2017,1,105,,Protegida,Segunda mano
Región de Murcia,Murcia,2004,1,102,,Protegida,Segunda mano
Región de Murcia,Murcia,2012,1,36,,Protegida,Segunda mano
Región de Murcia,Murcia,2014,1,46,,Protegida,Segunda mano
Región de Murcia,Murcia,2008,1,51,,Protegida,Segunda mano
Región de Murcia,Murcia,2011,1,34,,Protegida,Segunda mano
Región de Murcia,Murcia,2005,1,56,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2006,1,8,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2004,1,49,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2008,1,19,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2007,1,21,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2005,1,12,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2025,1,37,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2020,1,44,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2016,1,28,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2015,1,10,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2009,1,19,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2010,1,50,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2013,1,10,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2021,1,47,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2011,1,40,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2017,1,110,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2014,1,17,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2018,1,56,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2024,1,42,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2022,1,51,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2019,1,49,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2012,1,40,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2023,1,25,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2006,2,21,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2004,2,15,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2008,2,30,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2007,2,33,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2005,2,19,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2025,2,48,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2020,2,34,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2016,2,33,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2015,2,20,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2009,2,52,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2010,2,52,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2013,2,18,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2021,2,46,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2011,2,40,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2017,2,63,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2014,2,20,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2018,2,67,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2024,2,32,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2012,2,36,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2019,2,45,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2023,2,103,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2022,2,67,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2006,4,21,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2004,4,13,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2008,4,31,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2007,4,22,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2005,4,82,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2025,4,66,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2020,4,57,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2016,4,102,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2015,4,56,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2009,4,48,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2010,4,58,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2013,4,35,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2021,4,62,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2011,4,32,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2017,4,68,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2014,4,27,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2018,4,52,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2024,4,31,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2012,4,34,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2023,4,52,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2019,4,53,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2022,4,44,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2006,3,19,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2004,3,13,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2008,3,38,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2007,3,37,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2005,3,16,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2025,3,36,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2020,3,42,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2016,3,35,,Protegida,Segunda mano
Comunidad Foral de Navarra,Navarra,2015,3,27,,Protegida,Segunda mano
